bins,kingdom,phylum,class,order,family,genus,species,glycolysis,gluconeogenesis,TCA Cycle,NAD(P)H-quinone oxidoreductase,NADH-quinone oxidoreductase,F-type ATPase,V-type ATPase,Cytochrome c oxidase,Ubiquinol-cytochrome c reductase,Cytochrome o ubiquinol oxidase,Cytochrome aa3-600 menaquinol oxidase,"Cytochrome c oxidase, cbb3-type",Cytochrome bd complex,RuBisCo,CBB Cycle,rTCA Cycle,Wood-Ljungdahl,3-Hydroxypropionate Bicycle,4-Hydroxybutyrate/3-hydroxypropionate,pectinesterase,diacetylchitobiose deacetylase,glucoamylase,D-galacturonate epimerase,exo-poly-alpha-galacturonosidase,oligogalacturonide lyase,cellulase,exopolygalacturonase,chitinase,basic endochitinase B,bifunctional chitinase/lysozyme,beta-N-acetylhexosaminidase,D-galacturonate isomerase,alpha-amylase,beta-glucosidase,pullulanase,ammonia oxidation (amo/pmmo),hydroxylamine oxidation,nitrite oxidation,dissim nitrate reduction,DNRA,nitrite reduction,nitric oxide reduction,nitrous-oxide reduction,nitrogen fixation,hydrazine dehydrogenase,hydrazine synthase,dissimilatory sulfate < > APS,dissimilatory sulfite < > APS,dissimilatory sulfite < > sulfide,thiosulfate oxidation,alt thiosulfate oxidation tsdA,alt thiosulfate oxidation doxAD,sulfur reductase sreABC,thiosulfate/polysulfide reductase,sulfhydrogenase,sulfur disproportionation,sulfur dioxygenase,sulfite dehydrogenase,sulfite dehydrogenase (quinone),sulfide oxidation,sulfur assimilation,DMSP demethylation,DMS dehydrogenase,DMSO reductase,NiFe hydrogenase,ferredoxin hydrogenase,membrane-bound hydrogenase,hydrogen:quinone oxidoreductase,NAD-reducing hydrogenase,NADP-reducing hydrogenase,NiFe hydrogenase Hyd-1,thiamin biosynthesis,riboflavin biosynthesis,cobalamin biosynthesis,transporter: vitamin B12,transporter: thiamin,transporter: urea,transporter: phosphonate,transporter: phosphate,Flagellum,Chemotaxis,Methanogenesis via methanol,Methanogenesis via acetate,"Methanogenesis via dimethylsulfide, methanethiol, methylpropanoate",Methanogenesis via methylamine,Methanogenesis via trimethylamine,Methanogenesis via dimethylamine,Methanogenesis via CO2,Coenzyme B/Coenzyme M regeneration,Coenzyme M reduction to methane,Soluble methane monooxygenase,methanol dehydrogenase,alcohol oxidase,dimethylamine/trimethylamine dehydrogenase,Photosystem II,Photosystem I,Cytochrome b6/f complex,anoxygenic type-II reaction center,anoxygenic type-I reaction center,Retinal biosynthesis,Entner-Doudoroff Pathway,Mixed acid: Lactate,Mixed acid: Formate,Mixed acid: Formate to CO2 & H2,Mixed acid: Acetate,"Mixed acid: Ethanol, Acetate to Acetylaldehyde","Mixed acid: Ethanol, Acetyl-CoA to Acetylaldehyde (reversible)","Mixed acid: Ethanol, Acetylaldehyde to Ethanol","Mixed acid: PEP to Succinate via OAA, malate & fumarate",Naphthalene degradation to salicylate,Biofilm PGA Synthesis protein,Colanic acid and Biofilm transcriptional regulator,Biofilm regulator BssS,Colanic acid and Biofilm protein A,Curli fimbriae biosynthesis,Adhesion,Competence-related core components,Competence-related related components,Competence factors,Glyoxylate shunt,Anaplerotic genes,Sulfolipid biosynthesis,C-P lyase cleavage PhnJ,CP-lyase complex,CP-lyase operon,Type I Secretion,Type III Secretion,Type II Secretion,Type IV Secretion,Type VI Secretion,Sec-SRP,Twin Arginine Targeting,Type Vabc Secretion,Serine pathway/formaldehyde assimilation,Arsenic reduction
bin_339,Bacteria,NitrospirotaA,Leptospirillia,Leptospirillales,Leptospirillaceae,Leptospirillum,,0.67,0.78,0.5,0.07,0.91,1,0,0,0,0,0,0.25,1,1,0.83,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.99,0.64,1,0.75,0,0,0,0,1,0.78,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.25,0,0,0,0.5,0,0,0,0.1455,0,0,0,0,0,0,0,0.07,0,0,0,0.25,0,0,0,0.09,0.33,0,0.5383,0,0.444,0.664,0.25,0,0.4,0.75
bin_252,Bacteria,Deinococcota,Deinococci,Deinococcales,Thermaceae,Meiothermus,,0.78,0,0.75,0,0.98,0,0.66,0.5,0,0,0,0,0.5,1,1,0,0.17,0.24,0.3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0.33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.66,0.18,0,0.5,0,0.66,0,0.99,1,0,0.12,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,1,0.75,0,0,0,1,1,0,0,0.3955,0,0,0,0,0,0,0,0.14,0,0,1,0.5,0,0,0,0,0,0,0.0769,0,0,0.54,0.5,0,0.6,0.5
bin_56,Bacteria,Deinococcota,Deinococci,Deinococcales,Thermaceae,Meiothermus,,0.67,0,0.75,0,0.98,0,0.66,0.5,0,0,0,0,0,0,0,0,0.17,0.24,0.2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0.33,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.99,0.18,0,0.62,0,0.66,0,0.99,1,0,0.12,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.75,0.5,1,0,0,1,0,0,0,0.1455,0,0,0,0,0,0,0,0.14,0,0,0,0.25,0,1,1,0.45,0,0,0.0769,0,0,0.36,0.25,0,0.4,0.5
bin_203,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,MM2,,0.78,0,0.75,0,0.84,1,0,0,0,0,0,0.75,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.55,1,1,0,0,0,0.33,1,0.91,0.88,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.501,0.5,1,0,0,0.3125,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0.33,0,0.3076,0,0,0.415,0.5,0,0.2,0.75
bin_45,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,NICIL~2,NICIL~2,,0.56,0.56,0.25,0,0.7,0.875,0,0.75,0,0,0,0,0,0,0,0,0,0.06,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.18,0.75,0.12,0,0,0,0.33,1,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0.5,0,0,0,0.1455,0,0,0,0,0,0,0,0.14,0,0,0,0.25,0,0,0,0,0.33,0,0,0,0,0.72,0.5,0,0.3,0
bin_91,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,,0.22,0,0.75,0,0.49,0,0.66,0.5,0,0,0,0,0,0,0,0,0,0.06,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.27,0.75,0.25,0,0,0,0,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.111,0,0.5,0,0.1,0.75
bin_112,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,,0.44,0,0.88,0,0.7,0,0.77,0.5,0,0,0,0,0,1,0.83,0,0,0.18,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.27,0.75,0.62,0,0,0,0.99,0.75,0,0.75,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.333,0,0,0,0,0,0,0,0.07,0,0,0,0.25,0,0,0,0,0,0,0,0,0.111,0,0.5,0,0.4,0.5
bin_374,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,,0.44,0,0.88,0,0.7,0,0.88,0.5,0,0,0,0,0,0,0,0,0,0.18,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.27,0.75,0.62,0,0,0,0,1,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.5,0,0,0,0.333,0,0,0,0,0,0,0,0.07,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.5,0,0.4,0.5
bin_253,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,,0.44,0,0.88,0,0.7,0,0.77,0.5,0,0,0,0,0,0,0,0,0,0.18,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.18,0.75,0.62,0,0,0,0,0.5,0,0.12,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.5,0,0,0,0.333,0,0,0,0,0,0,0,0.07,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.5,0,0.4,0.5
bin_73,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosotenuis,,0.33,0,0.75,0,0.21,0,0.77,0.5,0,0,0,0,0,0,0,0,0,0.12,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.27,0.75,0.62,0,0,0,0,1,0,0.75,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.333,0,0,0,0,0,0,0,0.07,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0.4,0.25
bin_187,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,,0.78,0.78,0.62,0,0.91,0.875,0,0,0,0,0,0,0,1,0.92,1,0,0.18,0.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.64,1,0.75,0,0,0.8,0,1,0.78,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.5,1,0,0,0.583,0,0,0,0,0,0,0,0.14,0,0,0,0.5,0,0,0,0,0.33,0,0.3845,0,0,0.83,0.5,0,0.4,0.75
bin_204,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,NitrospiraC,,0.67,0.78,0.62,0,0.91,1,0,0,0,0,0,0.25,0,0,0,1,0,0.18,0.1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.64,1,0.75,0,0,0,0,0.25,0.83,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0.334,0.5,1,0,0,0.1455,0,0,0,0,0,0,0,0.14,0,0,0,0.25,0,0,0,0,0.66,0,0.3845,0,0,0.83,0.5,0,0.5,0.5
bin_55,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,envOPS12,OLB14,,0.67,0,0.75,0,0.91,0.875,0.66,0.75,0,0,0,0,0,1,1,0,0.83,0.12,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.25,0.5,0,0.66,0,0.99,1,0,0,0,0.66,0,0,1,0,0.05,0.6,0,0,0,0,1,0,0,0,0,0,0.25,0.5,0,0,0.334,0.5,0,0,0,0.3125,0,0,0,0,0,0,0,0.07,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0.498,0.75,0,0.3,0.5
bin_13,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,,0.78,0,0.62,0,0.35,1,0.44,1,0,0,0,0,1,0,0,0,0,0.18,0.1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.75,0,0.55,0.75,0.75,0,0,0,0,1,0.04,0.12,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.5,0.75,0,0,0,0,0,0,0,0.083,0,0,0,0,0,0,0,0.14,0,0,0,0.5,0,0,0,0.09,0.33,0,0,0,0,0.63,0.5,0,0.5,0.5
bin_84,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Pelomonas,,0.56,0.67,0.62,0,0.14,0.25,0,0,0.5,1,0,0.5,1,0,0,0,0,0.18,0.1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.36,0.5,0.5,0,0,1,0.33,1,0.83,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.75,1,0,0.501,0,1,0,0,0.3955,0,0,0,0,0,0,0,0.14,0,0,1,0.75,0,0,0,0,0.33,0,0.2307,0,0.111,0,0.75,0,0.3,0.5
bin_46,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,,0.56,0,0.88,0.07,0.98,1,0,1,0,0,0,0.25,0,0,0,0,0,0.18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.64,1,0.12,0,0,0,0,1,0.22,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.75,0.5,1,0,0,0.5,1,1,0,0.3955,0,0,0,0,0,0,0,0.07,0,0,0,0.5,0,0,0,0.09,0,0,0.1538,0,0,0.72,0.5,0,0.4,0
bin_50,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,Prolixibacter,,0.89,0,0.88,0,0.49,0.875,0,1,0,0,0,0.25,0,0,0,0,0,0.18,0.1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.25,0,0.45,1,0.12,0,0,0,0.33,1,0.04,0.5,0.33,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0,0,0,0,1,0,0,0.3955,0,0,0,0,0,0,0,0.14,0,0,0,1,0,0,0,0.09,0.33,0,0,0,0,0.63,0.5,0,0.5,0.25
bin_312,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfatirhabdiaceae,RAAP~1,,0.78,0,0.75,0,0.98,0.375,0,0,0,0,0,0.5,1,0,0,0,0.83,0.12,0.3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,1,1,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.33,0.45,1,0.62,0,0,0,0.99,1,0.78,0.88,0,0.33,0,0,1,0,0.05,0.6,0,0,0,0,0,0,0,0,0,0,0.25,0,0,1,0.334,0.5,1,0,0,0.5205,0,0,0,0,0,0,0,0.07,0,0,0,0.5,0,1,1,0.63,0,0,0.4614,0,0.555,0.747,0.5,0,0.4,0.5
bin_90,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfatirhabdiaceae,RAAP~1,,0.78,0,0.88,0,0.98,1,0,0,0,0,0,0,1,0,0,0,0,0.12,0.4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0.33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0.64,1,0.75,0,0,0,0.33,1,0.83,0.75,0.99,0.66,0,0,0,0,0.1,0.4,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.334,0.5,0,0,0,0.458,0,0,0,0,0,0,0,0.21,0,0,0,0.5,0,0,0,0,0,0,0.5383,0,0,0.83,0.5,0,0.4,0.25
bin_335,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfatirhabdiaceae,RAAP~1,,0.78,0,0.88,0,0.98,1,0,0,0,0,0,0,1,0,0,0,0,0.12,0.4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.64,1,0.75,0,0.66,0,0.33,1,0.83,0.75,0.99,0.66,0,0,0,0,0.1,0.6,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.334,0.5,0,0,0,0.458,0,0,0,0,0,0,0,0.21,0,0,0,0.5,0,0,0,0,0,0,0.5383,0,0,0.747,0.5,0,0.4,0.25
bin_115,Bacteria,WOR~3,WOR~3,SM23~42,SM23~42,RBG~13~43~14,,0.56,0,0.5,0,0.21,0,0.55,0,0,0,0,0,0,0,0,0,0.17,0.12,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,1,0.12,0,0,0,0,1,0,0.62,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.5,0,0,0,0.458,0,0,0,0,0,0,0,0.21,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.664,0.5,0,0.2,0
bin_234,Bacteria,Chloroflexota,Dehalococcoidia,GIF9,AB~539~J10,RBG~13~51~36,,0.56,0,0.25,0,0.14,0,0.55,0,0,0,0,0,0,0,0,0,0.67,0.12,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.66,0.45,1,0.12,0,0,0,0,1,0,0,0,0.99,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0.375,0,0,0,0,0,0,0,0.21,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0.747,0,0,0.3,0.5
bin_400,Bacteria,Desulfobacterota,BSN033,BSN033,UBA1163,RBG~16~49~23,,0.44,0.44,0.88,0,0.77,0.875,0.44,0.75,0,0,0,0,0,0,0,0,0.67,0.12,0.4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.27,1,0.62,0,0,0,0.99,1,0.87,0.62,0,0.99,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0,0,0.167,0.5,0,0,0,0.5205,0,0,0,0,0,0,0,0.14,0,0,0,0.25,0,1,1,0.63,0,0,0.6152,0,0.111,0.83,0.5,0,0.4,0.5
bin_237,Bacteria,Bipolaricaulota,Bipolaricaulia,RBG~16~55~9,RBG~16~55~9,RBG~16~55~9,,0.44,0,0.62,0,0.91,0,0.77,0.75,0,0,0,0.5,0.5,0,0,0,0.67,0.18,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0.18,1,0.12,0,0.99,0,0,1,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0.25,0,0,0,0,0.5,1,0,0,0.3955,0,0,0,0,0,0,0,0.14,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.83,0.25,0,0.3,0.75
bin_298,Bacteria,Bipolaricaulota,Bipolaricaulia,RBG~16~55~9,RBG~16~55~9,RBG~16~55~9,,0.44,0,0.62,0,0.49,0,0.77,0.75,0,0,0,0.25,0,0,0,0,0.67,0.18,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0.18,1,0.12,0,0.99,0,0,1,0,0,0,0.66,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.125,0,0,0.25,0,0,0,0,0.5,1,0,0,0.3955,0,0,0,0,0,0,0,0.14,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.83,0.5,0,0.3,0.5
bin_254,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,RBG~16~58~11,RBG~16~58~11,,0.67,0.78,0.5,0,0.91,1,0,0.75,0.5,0,0,1,0,1,1,0,0,0.18,0.1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0.8,0,0,0,0,0,0,0,0,0.99,1,0,0,0,0,0,0,0,0,0,0,0,0.64,1,0.38,0,0,0,0.33,1,1,0.88,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0.75,0,0,0,0,0.33,0,0,0,0,0.913,0.5,0,0.4,0.25
bin_65,Archaea,Thermoplasmatota,ThermoplasmataA,UBA10834,UBA10834,RBG~16~62~10,,0.33,0,0.25,0,0.42,0,0.77,0,0,0,0,0,0,0,0,0,0.67,0.06,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.75,0.12,0,0,0,0,1,0,0.62,0,0.66,0,0,1,0,0.05,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.125,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5
bin_27,Bacteria,FirmicutesH,CSP1~3,CSP1~3,RBG~16~67~12,RBG~16~67~12,,0.56,0,1,0.07,0.98,0,0.55,0.75,0,0,0,0,0,0,0,0,0.83,0.18,0.2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.36,1,0.12,0,0,0,0.99,1,0,0,0,0.66,0,0,0,0,0.05,0.6,0,0,0,0,0,0,0,0.125,0,0,0.25,0.5,0,0,0.167,0,1,0,0,0.5205,0,0,0,0,0,0,0,0.21,0,0,0,0.5,0,0,0,0,0,0,0.0769,0,0,0.664,0.25,0,0.5,1
bin_138,Bacteria,Chloroflexota,Ellin6529,CSP1~4,CSP1~4,RBG~16~72~14,,0.78,0,0.75,0.07,0.84,0.875,0,0.75,0,0,0,0.25,1,0,0,0,0.17,0.24,0.3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0.99,0.18,0,0.12,0,0,0,0,1,0,0,0,0,0,0,1,0,0.05,0.2,0,0,0,0,0,0,0,0.125,0,0,0,0.75,0,0,0.167,0.5,0,0,0,0.3955,0,0,0,0,0,0,0,0.14,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.581,0.5,0,0.4,0.75
bin_325,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,RheinheimeraA,,0.89,0.89,0.75,0,0,1,0,0.75,0.5,0,0,0.75,1,0,0,0,0,0.24,0.3,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.36,1,0.75,0.33,0,0,0,0.75,1,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.458,0,0,0,0,0,0,0,0.14,0,0,1,0.75,0,0,0,0,0.33,0,0.769,0,0,0.83,0.75,0,0.5,0.75
bin_318,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,RheinheimeraA,,0.89,0.89,0.88,0,0,1,0,0.75,0.5,0,0,0.75,1,0,0,0,0,0.24,0.2,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.36,1,0.75,0.33,0,0,0,1,1,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.458,0,0,0,0,0,0,0,0.14,0,0,1,0.75,0,0,0,0,0.33,0,0.769,0,0,0.913,0.75,0,0.5,0.75
bin_18,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhodoferax,,0.67,0,0.75,0,0.7,1,0,0,0.5,0,0,0,0.5,0,0,0,0.17,0.18,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.33,0.18,1,0.12,0,0,0.8,0.99,0.25,0.7,0.62,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0.501,0.5,1,0,0,0.1875,0,0,0,0,0,0,0,0.07,0,0,0,0.5,0,1,1,0.81,0.66,0,0.8459,0,0,0.747,0.5,0,0.4,0.25
