bin.taxa.name,bins,completeness,contamination,GC,N50,size,kingdom,phylum,class,order,family,genus,species,DCO_LLO_Bv4v5..MTF_MT170219,DCO_LLO_Bv4v5..BRF1_BR170218_1,DCO_LLO_Bv4v5..RSF_RS170216,DCO_LLO_Bv4v5..SIS_SI170217,DCO_LLO_Bv4v5..QHF2_QH170212_2,DCO_LLO_Bv4v5..CYF_CY170214,DCO_LLO_Bv4v5..SLF_SL170214,DCO_LLO_Bv4v5..BRS2_BR170218_2,DCO_LLO_Bv4v5..CYS_CY170214,DCO_LLO_Bv4v5..RVF_RV170221,DCO_LLO_Bv4v5..RSS_RS170216,DCO_LLO_Bv4v5..TCF_TC170221,DCO_LLO_Bv4v5..QNF_QN170220,DCO_LLO_Bv4v5..EPS_EP170215,DCO_LLO_Bv4v5..EPF_EP170215,DCO_LLO_Bv4v5..SLS_SL170214_S,DCO_LLO_Bv4v5..QNS_QN170220,DCO_LLO_Bv4v5..BRF2_BR170218_2,DCO_LLO_Bv4v5..TCS_TC170221_2,DCO_LLO_Bv4v5..FAS_FA170219,DCO_LLO_Bv4v5..BQS_BQ170220,DCO_LLO_Bv4v5..ETS_ET170220,DCO_LLO_Bv4v5..QHS2_QH170213_2,DCO_LLO_Bv4v5..SIF_SI170217,DCO_LLO_Bv4v5..BQF_BQ170220,DCO_LLO_Bv4v5..BRS1_BR170218_1,DCO_LLO_Bv4v5..ESF9_ES_F9
"bin_27, Bacteria, FirmicutesH, CSP1~3, CSP1~3, RBG~16~67~12, RBG~16~67~12",bin_27,95.37,0.925,0.691,50177,3088455,Bacteria,FirmicutesH,CSP1~3,CSP1~3,RBG~16~67~12,RBG~16~67~12,,0.094920827,0.072768852,0.585264525,4.798893711,0.041368614,0.051405372,0.558229646,0.163423587,0.612157599,0.080948728,0.253766829,0.298585225,0.362494371,0.595830232,1.063392587,0.065669668,0.102759031,0.068863441,0.040447151,0.109310262,0,0.405010112,0.183999844,0.181117601,0,0.100905459,0.36783256
"bin_231, Bacteria, Armatimonadota, Fimbriimonadia, OS~L, GBS~DC",bin_231,95.37,1.851,0.625,159462,2683681,Bacteria,Armatimonadota,Fimbriimonadia,OS~L,GBS~DC,,,0.647006484,0,0.04042176,0,0,18.41400896,17.19139465,0,0.318492647,0.055860148,0,0.89929661,0.058273405,0,0,4.598806282,0,0.122556864,4.374237233,48.07420821,0,0.053437383,0,0,0,0.048217915,0.05804134
"bin_384, Bacteria, Acidobacteriota, Thermoanaerobaculia, Thermoanaerobaculales, Thermoanaerobaculaceae",bin_384,95.29,2.735,0.709,49242,3003048,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,,,0.111809618,0.077329648,0.261264026,0.056766255,0,0.052872831,0.528108272,46.57212655,0.485278351,1.672331189,0.141401927,0.395161314,0.228476171,0.102647191,0.092575774,0.144493161,0.096624547,7.505624915,0.871782055,3.697783461,0.034699006,0.234025597,0,0.041746106,0,0.056107896,0.085134567
"bin_42, Bacteria, Bacteroidota, Kapabacteria, Kapabacteriales, XYC2~FULL~35~21",bin_42,95.24,0,0.344,94613,2304907,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,XYC2~FULL~35~21,,,0.078806592,0,0,0,0,9.295280581,16.47654404,0.15599967,0.108091518,0.305294928,0,20.41206826,0,0,0,10.65175667,0,0,8.135405723,31.82934271,0,0,0,0,0,0.044942558,0
"bin_267, Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cyclobacteriaceae",bin_267,95.23,0.595,0.471,36127,2821154,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,,,0.078326906,0,0.085736798,15.50410903,0,0,0.253097232,0,0.372063328,0,0.101428283,0.09113164,0.145922673,0.052225785,0.09019123,0,0,0.040796038,0,0,0.077721139,0,0,3.39550501,0,0,8.005462578
"bin_250, Bacteria, Chloroflexota, Dehalococcoidia, SM23~28~2",bin_250,95.21,0.99,0.693,23501,2380063,Bacteria,Chloroflexota,Dehalococcoidia,SM23~28~2,,,,3.21037764,6.840875444,0.421662836,0.075400524,0,1.538036792,10.14470845,0.563562048,4.408567843,0.155478539,0.218991199,2.60474148,0.49294591,0.154816337,0.114146839,4.401739659,0.120195244,0.770658593,0.248265752,10.14705143,0,0.657356356,0,0.037889917,0,45.26118336,0.078921022
"bin_65, Archaea, Thermoplasmatota, ThermoplasmataA, UBA10834, UBA10834, RBG~16~62~10",bin_65,95.2,0.8,0.611,8622,1633162,Archaea,Thermoplasmatota,ThermoplasmataA,UBA10834,UBA10834,RBG~16~62~10,,0.085422666,0,0.263254778,0.094671408,0,0,0.066255736,0,0.049046498,0.323483024,0.093135894,0.035196085,0.035082469,0,0.057312161,0.091026764,0,0,0,0,0.842184064,0.035868347,0,0,0,0,0
"bin_277, Bacteria, Desulfobacterota, JdFR~97, JdFR~97, JdFR~97",bin_277,95.16,1.29,0.578,84441,3971473,Bacteria,Desulfobacterota,JdFR~97,JdFR~97,JdFR~97,,,0.134319555,0.084842148,0.086942431,0,0,0.03664997,0.225043796,22.35916569,0.465098461,0,0.038336813,0.173744021,0,0,0.031846445,0.124949661,0,2.380152821,0.992337831,1.545783237,0,0.154005233,0,0,0,0.03168586,0
"bin_112, Archaea, Crenarchaeota, Nitrososphaeria, Nitrososphaerales, Nitrososphaeraceae, Nitrososphaera",bin_112,95.14,1.045,0.565,35476,2224110,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,,0.095524432,0,0.065877863,0,0,0,0.100126142,0.032955237,0.60879765,0.268335348,0,0.902050506,0.040303751,0,0,0,0,0,0,0,0,55.88619324,0,0,0,0,0
"bin_153, Bacteria, Proteobacteria, Gammaproteobacteria, Betaproteobacteriales, Hydrogenophilaceae, UBA3361",bin_153,95.02,2.843,0.622,17947,2532165,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Hydrogenophilaceae,UBA3361,,0.149115136,0.130152815,0.254309176,0.212776506,0,0.09066744,0.660980593,0.053772116,0.701122705,0.426027083,0.156779956,0.904023463,1.050241778,0.281940108,0.813789783,0,0.281769207,0.289149552,0.209493356,0.069647959,4.434981296,0.240353441,0.068505792,0.567400246,0,0,0.760077003
"bin_160, Bacteria, Actinobacteriota, Coriobacteriia, OPB41",bin_160,95,0.833,0.687,43935,1656652,Bacteria,Actinobacteriota,Coriobacteriia,OPB41,,,,0.058859942,0.034283023,42.68253899,0.893579807,0.309721488,0,0.190428471,0,0.223506658,0.047142514,64.02530108,0.24016737,0.26420142,6.212107311,1.84176039,0,0.05356988,0,0.0331707,0,0,0.103819982,0.773220644,0.191387247,0,0,0.43158963
"bin_101, Bacteria, Chloroflexota, Anaerolineae, Thermoflexales",bin_101,95,3.636,0.624,25936,4039887,Bacteria,Chloroflexota,Anaerolineae,Thermoflexales,,,,0.11335913,0.593981319,0.250749294,46.7363211,0,0.096029412,0.905390057,2.441348716,0.204495692,0.164983307,0.114276418,0.176140613,0.121364426,0.074090937,0.105830684,4.747092547,0.039976,0.536682515,0.081868651,5.09848927,0.116473412,0.172627327,0,1.731042712,0,0.247713766,2.810208689
"bin_21, Bacteria, KSB1, UBA2214, UBA2214",bin_21,94.99,1.163,0.54,80945,8266322,Bacteria,KSB1,UBA2214,UBA2214,,,,0,0,0.062649672,0,0,0,0.381774016,0.032183883,6.077538752,0.092133838,0,0.125699861,0.103789109,0,0,0.046173297,0,0,0,0,0.044525385,158.9840235,0,0,0,0,0
"bin_315, Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, 70~18",bin_315,94.97,0,0.673,15761,4332910,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,70~18,,0.25998494,0.269316084,0.62117615,0.460534225,0,0.151547738,1.187394202,0.091638666,2.052636361,0.300489536,0.341610886,1.142203224,1.501923592,0.213759033,0.256679495,0,0.349667008,0.242795686,0.113711973,0.052871014,2.272524604,0.498705498,0.039935582,0.659930375,0,0,1.27487217
"bin_117, Bacteria, Bacteroidota, Ignavibacteria, Ignavibacteriales, Melioribacteraceae",bin_117,94.97,1.955,0.35,18553,2999320,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,,,0.061789961,0,20.616026,0.732919911,0,0,0.05565016,0,0,0.032038507,33.70372386,0.047375014,0.08122609,6.333307808,3.396800564,0,0.04015798,0.041522647,0.031958398,0,0.033293632,0,0.118250676,0.555376984,0,0,1.103043498
"bin_128, Bacteria, DesulfobacterotaB, Syntrophorhabdia",bin_128,94.95,0.84,0.413,72072,1903382,Bacteria,DesulfobacterotaB,Syntrophorhabdia,,,,,2.501945612,0,0,0,0,0.046201506,45.74833904,0,0.080786906,0,0,0.031261315,0,0,0,35.55752622,0,0,0,20.69796736,0,0,0,0,0,0,0
"bin_127, Bacteria, Deferrisomatota, Deferrisomatia, Deferrisomatales, Deferrisomataceae",bin_127,94.95,2.521,0.717,17610,3858308,Bacteria,Deferrisomatota,Deferrisomatia,Deferrisomatales,Deferrisomataceae,,,0.049785625,0.030084973,25.19042499,0.055879204,0,0,0.402008353,0.050188533,0.350139134,0.058980119,44.3986831,0.187818013,0.185873521,10.98333679,1.379997446,0,0.094947351,0.059486897,0.042449885,0.043856327,0.046580915,0.154313521,0.101930184,0.096635764,0,0,0.146755902
"bin_314, Bacteria, DesulfobacterotaB, Syntrophorhabdia",bin_314,94.9,1.68,0.355,74117,2095281,Bacteria,DesulfobacterotaB,Syntrophorhabdia,,,,,9.782356654,0.639396683,0.068108812,0,0,0.351572647,1.008749148,59.16850049,0.175309848,0.121071852,0,13.69385161,0,0,0,0.913796694,0,3.83915899,5.332698411,2.166755204,0,0,0,0,0,0.044959125,0
"bin_97, Bacteria, Proteobacteria, Gammaproteobacteria, Betaproteobacteriales, Chromobacteriaceae, Chromobacterium, haemolyticum",bin_97,94.87,1.581,0.626,57342,4764139,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Chromobacteriaceae,Chromobacterium,haemolyticum,0.13735723,0.100662106,0.185781948,0.058241132,0,0.051661158,0.377262771,0,0.399583172,0.122872405,0.080857086,0.634882438,0.954032637,0.062963739,0.18199003,0,19.57759557,0.14108495,0.096020407,0.03063592,0,0.13599162,0,0.18171915,0,0,0.255159014
"bin_320, Bacteria, Acidobacteriota, Acidobacteriae, UBA7541, UBA7541",bin_320,94.87,0.427,0.622,400221,2784195,Bacteria,Acidobacteriota,Acidobacteriae,UBA7541,UBA7541,,,1.404680446,0.813589983,0,0,0,1.456052009,0.353239946,0.982898492,655.8096247,0,0,0.680286355,0.075448233,0,0,0.507121573,0.034097227,0.055292241,2.889966168,0.561019297,0,0.078258955,0,0,0,1.189127175,0
"bin_43, Bacteria, Coprothermobacterota, Coprothermobacteria",bin_43,94.82,0,0.384,61578,1280068,Bacteria,Coprothermobacterota,Coprothermobacteria,,,,,0.078787248,0,0.601037372,71.01534803,0.080144542,0,0,0,0,0.127719447,0.044124878,0.031992401,0,0.072111204,0.543972886,0,0,0.04125939,0,0,0.159901187,0,0,2.069324116,0,0,3.801882332
"bin_230, Bacteria, UBP7, UBA6624",bin_230,94.82,3.448,0.508,60471,2067970,Bacteria,UBP7,UBA6624,,,,,0.108682748,0.432808566,0.03810584,0,0,0,0.294563505,21.60622988,0.031364922,7.14626587,0,0,0,0,0,0.165953908,0,3.459935287,0,19.58409626,0,0,0,0,0,6.128261721,0
"bin_15, Bacteria, Coprothermobacterota, Coprothermobacteria",bin_15,94.82,0,0.377,78237,1152643,Bacteria,Coprothermobacterota,Coprothermobacteria,,,,,0,0,11.45254504,87.96985875,0,0,0,0,0,0,2.113745006,0,0,0.25395077,0.510566508,0,0,0,0,0,0.105474713,0,0,2.966019353,0,0,3.552034196
"bin_191, Bacteria, Nitrospirota, Thermodesulfovibrionia, Thermodesulfovibrionales",bin_191,94.54,2.727,0.392,27711,2201147,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,,,,0.043506653,0,2.158321015,0.716871533,8.198099042,0,0,0,0,0,2.52022478,0,0,2.12318608,0.707188171,0,0.113837629,0.034829777,0,0,0,0,57.27342656,0.042067677,0,0,0.059504195
"bin_282, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, junii",bin_282,94.52,0.334,0.387,48586,3167729,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,junii,20.96710698,0.277883501,0,0,0,0,0,0,0,838.2213778,0,19.6685523,13.29630056,0,0,0,0,969.0402298,0,0,0,0.042482908,0,1.078739456,0,0,2.432904626
"bin_25, Archaea, Crenarchaeota, Thermoprotei, Sulfolobales, Sulfolobaceae, AZ1",bin_25,94.52,1.984,0.493,8269,1859407,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,AZ1,,0.214762999,0,0,0,0,0,0,0,0,0,0,0.275709283,0,0,0,0,0,0,0,0,2.975434895,0,0,0,16.17823357,0,0
"bin_136, Bacteria, Proteobacteria, Gammaproteobacteria, Betaproteobacteriales, Gallionellaceae, Sideroxydans",bin_136,94.52,1.596,0.616,40566,2536503,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Gallionellaceae,Sideroxydans,,0.143415465,0.122531181,0.233871958,0.085478666,0,0.109008347,0.782219384,0.056975136,0.678850068,0.475940151,0.119552553,1.190459271,1.41249214,0.115884036,0.518944755,0,18.98580242,0.20169166,0.171749747,0.058507725,0.073044233,0.210537525,0.046656617,0.250933059,0,0,0.336329929
"bin_96, Bacteria, Fibrobacterota, Chitinivibrionia, Chitinivibrionales",bin_96,94.44,0,0.456,74849,5046300,Bacteria,Fibrobacterota,Chitinivibrionia,Chitinivibrionales,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.036090427,0,0,0,0,0,0,0,2.200665625,0,0,0,0,0,0
"bin_300, Bacteria, Acidobacteriota, Acidobacteriae, UBA7541, 2~02~FULL~67~57",bin_300,94.44,0.854,0.64,55979,2687927,Bacteria,Acidobacteriota,Acidobacteriae,UBA7541,2~02~FULL~67~57,,,0.074009946,0.131618552,0.21244904,0.06574602,0,0.030123117,0.463537111,20.3101059,0.992495304,0.077315965,0.111783719,0.22484386,0.239373498,0.08084944,0.066211892,0.05071419,0.098797923,0.525219933,0.055490661,0.091738101,0,0.268826879,0,0.038291235,0,0,0.068250146
"bin_171, Bacteria, Planctomycetota, Planctomycetes, Planctomycetales, Planctomycetaceae",bin_171,94.44,0,0.664,161552,5029804,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Planctomycetaceae,,,0.22383936,0.152063082,0.278712344,0.118814437,0,0.476301316,0.742801577,0.764232358,1.932017835,0.073866506,0.181428734,0.875326886,0.654703704,0.134191706,0.118899398,0.030502414,0.070459716,0.259812268,0.054861705,0.340275255,0,0.26926907,0,0.056098081,0,0,0.120202789
"bin_351, Bacteria, Desulfobacterota, Syntrophia, Syntrophales",bin_351,94.38,2.58,0.531,32866,2358479,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,,,,0,0,39.88080856,1.3444189,0,0,0,0,0.034986676,0,31.02829951,0,0,4.806595124,4.235144979,0,0,0,0,0,0.081189108,0,0,0.544045941,0,0,0.457554031
"bin_367, Bacteria, Verrucomicrobiota, Verrucomicrobiae",bin_367,94.25,3.069,0.604,31825,2528574,Bacteria,Verrucomicrobiota,Verrucomicrobiae,,,,,0.058499894,0.048735545,0.296163537,0.183848892,0,0,0.328690987,0,0.364232202,0.039629568,0.187966056,0.210580948,0.236757853,0.167204774,0.490710039,0,0.076737671,0.052908747,0.047978255,0.042002053,1.344465155,0.165784249,0.190996523,0.069862578,0,0,0.113083412
"bin_60, Bacteria, Acidobacteriota, Thermoanaerobaculia",bin_60,94.2,3.162,0.685,16393,3219963,Bacteria,Acidobacteriota,Thermoanaerobaculia,,,,,0.069419488,0.04605168,0.305059341,0.070424931,0,0,0.638175008,0.050905878,0.576174953,0.179930223,0.169128381,0.335413072,0.749780655,0.118784079,0.135663238,0,1.106481455,0.048024912,0.059234787,0.0498848,0.097372334,0.35834496,0,0.04271861,0,0.035998895,0.093069302
"bin_145, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae",bin_145,94.2,1.671,0.649,33143,3635005,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,,,0.265975908,0.224973942,0.678157115,0.258664341,0,0.129653684,1.00092569,0.096475218,1.792471578,0.338824204,0.368789084,1.036558383,2.165484318,0.304429633,0.395784944,0,0.404871925,0.229022655,0.099110744,0.037540429,3.166347371,0.61603243,0.045991728,0.328184125,0,0,0.617525941
"bin_374, Archaea, Crenarchaeota, Nitrososphaeria, Nitrososphaerales, Nitrososphaeraceae, Nitrososphaera",bin_374,94.17,0,0.513,19585,1893341,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,,0.084702555,0,0.095423915,0,0,0,0.050366618,0.218320803,0.221396879,0.115986602,0.049398651,0.222397638,0,0.032057589,0,0.037296704,0,0.085748854,0,0,0,184.7938284,0,0,0,0,0
"bin_155, Bacteria, UBP10, GR~WP33~30, UTPRO1",bin_155,94.11,3.361,0.629,141182,3477976,Bacteria,UBP10,GR~WP33~30,UTPRO1,,,,0.048727098,0.085451185,0.085505841,0,0,0.081318115,0.246538106,45.01009934,2.877321066,1.605847412,0.037908897,0.083448293,0.085812213,0.037114921,0.04517383,0.221081695,0.031538701,4.472824014,0,11.87949929,0,9.61395175,0,0,0,0,0
"bin_31, Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Prolixibacteraceae, Draconibacterium",bin_31,94.08,1.661,0.402,15613,4563962,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,Draconibacterium,,0,0,0.096008694,0,0,0,0.030802084,0,0,0.084501657,0.124182351,0,0.053542639,0.048584266,0,0,0.030378442,0.326544053,0,0,0,0,0,0,0,0,0.03763713
"bin_51, Bacteria, Desulfobacterota, Syntrophia, Syntrophales",bin_51,93.87,1.29,0.568,53495,2322040,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,,,,0,0,21.02055901,35.40905219,0,0,0,0,0,0,18.39698452,0,0,0.684812037,2.239000996,0,0,0,0,0,0.14085261,0,0,4.126542668,0,0,3.430022344
"bin_370, Bacteria, Chloroflexota, Dehalococcoidia, SM23~28~2, SM23~28~2",bin_370,93.72,0,0.652,46941,2687358,Bacteria,Chloroflexota,Dehalococcoidia,SM23~28~2,SM23~28~2,,,0.116257059,0.107919427,0.294383269,0.094227651,0,0.081932295,0.982186791,0.161060509,0.787742665,0.164778862,0.177102671,0.407429538,0.453202127,0.151561407,0.088353247,0.056842843,0.088171804,0.077935816,0.046111691,0.164729955,0,58.36293884,0,0.032986043,0,0.125830395,0.069989525
"bin_204, Bacteria, Nitrospirota, Nitrospiria, Nitrospirales, Nitrospiraceae, NitrospiraC",bin_204,93.63,4.09,0.585,25260,3506360,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,NitrospiraC,,0,0,0.102559433,0.03627417,0.035064579,0,0.401985063,0.032821059,0.543471925,0.116393417,0.063906921,0.627153437,0.225645166,0.040480588,0.047811427,0,0.055028916,0.081194262,0.04816223,0,0,39.74772328,0.057154413,0.186594096,0,0,0.166863103
"bin_118, Bacteria, Verrucomicrobiota, Verrucomicrobiae, Opitutales, Opitutaceae, Lacunisphaera",bin_118,93.58,2.702,0.627,31537,3454348,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,,0.070883546,0.110987586,0.334428997,0.058076183,0,0.050663288,0.390995082,0,0.532034782,0.09886358,0.151143963,0.391837428,0.60341036,0.14160408,0.199449068,0,0.146887192,0.162603595,0.038498938,0,2.2664895,0.218743966,0,0.204948111,0,0,0.322786544
"bin_333, Bacteria, Armatimonadota, Chthonomonadetes, Chthonomonadales",bin_333,93.51,1.851,0.64,14132,4562754,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,,,,0.037046332,0,0.17532792,0.058670307,3.074038994,0.037673001,0.135458091,0.043566906,0.190314456,0.060284114,0.076636199,0.118351527,0.111287833,0.059418528,0.074667504,0,0.061816171,0.10943838,0.063217596,0.063847841,0,0.56308528,16.23616347,0,0,0,0.044099965
"bin_138, Bacteria, Chloroflexota, Ellin6529, CSP1~4, CSP1~4, RBG~16~72~14",bin_138,93.51,0.925,0.719,22355,3333030,Bacteria,Chloroflexota,Ellin6529,CSP1~4,CSP1~4,RBG~16~72~14,,0.158177468,0.150641911,1.095484884,0.269012416,0,0.060433766,1.134640511,0.107090353,1.145433133,0.258560623,0.582368508,1.097346999,1.665586922,0.612319249,0.302043366,0.031151681,0.813380581,0.107936098,0.162902797,0.177798694,2.333527775,0.414632261,0,0.078045848,0,0.16099619,0.14398414
"bin_182, Bacteria, Acidobacteriota, Thermoanaerobaculia",bin_182,93.49,1.994,0.65,22146,3196883,Bacteria,Acidobacteriota,Thermoanaerobaculia,,,,,0.044976059,0,0.160489778,0.038606951,0,0,0.205903393,0.040911756,0.227449879,0.057723499,0.076528935,0.116248935,0.164470839,0.063128173,0.070206232,0,0.113304015,0.033533149,0.030690504,0.044029181,2.019173255,0.15429443,0,0,0,0,0.044323439
"bin_23, Bacteria, FirmicutesH, CSP1~3, CSP1~3, RBG~16~67~12",bin_23,93.45,2,0.683,15821,2347609,Bacteria,FirmicutesH,CSP1~3,CSP1~3,RBG~16~67~12,,,0.040192957,0,32.03330065,1.934560669,0,0,0.220844096,0.055297796,0.18044056,0.035676932,22.60789314,0.13811648,0.140891726,7.690240561,4.390768319,0,0.03474545,0,0,0.04061629,0,0.132825996,0,0.05737831,0,0.038222469,0.116832535
"bin_26, Bacteria, WOR~3, WOR~3, SM23~42, SM23~42",bin_26,93.4,1.098,0.377,26310,2226532,Bacteria,WOR~3,WOR~3,SM23~42,SM23~42,,,0.437966283,0.206826001,0.055693687,0,0,0,0.102310193,35.84041894,0,0.052415902,0,0.091670036,0,0,0.031962207,1.286480697,0,10.97576638,0,0.476456438,0,0,0,0,0,0.088261371,0
"bin_221, Bacteria, Acidobacteriota, Acidobacteriae, Solibacterales, Solibacteraceae",bin_221,93.3,1.88,0.684,42417,4135125,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,,,0.19351351,0.142243044,0.30792428,0.114266428,0,0.064949955,1.17655211,18.01132183,0.856545246,0.073420197,0.194365109,0.513261518,0.241911274,0.160590704,0.112115023,3.083181428,0.11961064,1.678100925,0.202707459,3.480867144,0.057168532,0.431329213,0,0.046468942,0,0.344910779,0.111518056
"bin_372, Bacteria, WOR~3, WOR~3, UBA2258, UBA2258",bin_372,93.25,0,0.517,60992,1829383,Bacteria,WOR~3,WOR~3,UBA2258,UBA2258,,,0.494867886,0.28073615,0.146344352,1.73592744,0,0,1.927764252,14.85387795,0.031299046,0.040111885,0,3.721411975,0,0,0,1.220001763,0,7.830690489,1.554977982,7.209963344,0,0,0,0,0,0.078882019,0.034603298
"bin_63, Bacteria, Bipolaricaulota, Bipolaricaulia, RBG~16~55~9, RBG~16~55~9",bin_63,93.22,0,0.562,40478,2278428,Bacteria,Bipolaricaulota,Bipolaricaulia,RBG~16~55~9,RBG~16~55~9,,,0.031224896,0.075217024,0.176630517,0.066321726,0,0.046075866,0.122733017,0.441999671,0.164825145,0,0,0.085765407,0.047483612,0.141347132,0.332075893,0.105587355,0,0.073289177,0,0.845385173,0,0.059236704,0.034116118,0,0,0.087433134,0
"bin_162, Bacteria, Desulfobacterota, Syntrophia, Syntrophales",bin_162,93.22,1.313,0.568,22692,2289803,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,,,,0,0,4.197425279,0.370868029,0,0,0,0,0,0,3.856768704,0,0,28.33351214,25.83689318,0,0,0,0,0,0,0,0,0.060387169,0,0,0.044516001
"bin_9, Bacteria, Acidobacteriota, Blastocatellia, Pyrinomonadales",bin_9,93.16,3.418,0.561,63791,5999943,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,,,,1.763274623,0,0.055182916,0,0,0.09386445,0.415843961,0.038204305,135.9380123,0,0.033698764,0.076037503,0.103566539,0,0,1.551634454,0,0,0,3.620565951,0,0.122932727,0,0,0,0,0
"bin_200, Bacteria, UBP10, GR~WP33~30, UTPRO1",bin_200,93.15,2.521,0.628,175079,3792780,Bacteria,UBP10,GR~WP33~30,UTPRO1,,,,0.142339535,0,0.040847379,0,0,1.179714341,2.847663893,0,11.03759381,0.118322773,0,3.159664743,0.067487481,0,0,2.794542262,0,0,0.770319044,39.08833059,0,0.067180099,0,0,0,0,0
"bin_158, Bacteria, Bacteroidota, UBA10030, UBA10030",bin_158,93.15,2.568,0.521,12419,2901235,Bacteria,Bacteroidota,UBA10030,UBA10030,,,,0.102918648,0.038589906,0.033970107,0,0,0,0.059342638,10.3140377,0.101453706,0,0,0,0.035733281,0,0,0,0,1.627768505,0,0.055561089,0,0.074868677,0,0,0,0,0
"bin_187, Bacteria, Nitrospirota, Nitrospiria, Nitrospirales, Nitrospiraceae, Nitrospira",bin_187,93.12,1.868,0.554,22236,3814097,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,,0,0.034891647,0.09140427,0.12380468,0.072768565,0,0.580669449,0,0.408779915,0.24413324,0.106053443,1.4067084,0.248837375,0.033947102,0.051383807,0,0.072739894,0.449996137,0.060793919,0,0,126.9628471,0.122350711,0.47199617,0,0,0.44092776
"bin_88, Bacteria, Planctomycetota, Brocadiae",bin_88,93.07,2.272,0.658,20481,3825224,Bacteria,Planctomycetota,Brocadiae,,,,,0.08161489,0.044117779,0.534111379,0.096548084,0,0.035876362,0.410407725,0.054119245,0.531308434,0.072074334,0.305433972,0.241469796,0.33889114,0.193823005,0.178701513,0,0.091460217,0.050151006,0.040414465,0.065552757,3.127883452,0.238203794,0,0.053768177,0,0,0.081874513
"bin_92, Bacteria, Proteobacteria, Gammaproteobacteria, Diplorickettsiales, Diplorickettsiaceae, Rickettsiella",bin_92,93.02,0,0.364,367027,1564856,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Rickettsiella,,0.047156797,0,0.037143471,0,0,0,0.041908563,0,0.034287164,0.613296832,0,232.2392948,0.480352451,0,0.059846892,0,0,0,0,0,0,0,0,0,0,0,0.038993425
"bin_292, Bacteria, Chloroflexota, Dehalococcoidia, GIF9, UBA5620",bin_292,92.73,0,0.498,27764,2092028,Bacteria,Chloroflexota,Dehalococcoidia,GIF9,UBA5620,,,0.144957678,0,16.18968784,15.52787864,0,0,0.040499032,0,0.049341325,0,3.117228099,0.051884659,0.030960946,3.107904903,9.111093848,0.058679516,0,0.034865053,0,0.098144759,0.099953095,0,0,0.848590084,0,0,1.07103207
"bin_19, Bacteria, Nitrospirota, Thermodesulfovibrionia, Thermodesulfovibrionales",bin_19,92.67,1.818,0.406,12674,1850433,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,,,,0,0,12.0520703,164.1388959,0.035229049,0,0,0,0,0,5.688791571,0,0,2.45067662,3.948126398,0,0,0,0,0,0.242770923,0,0.309523087,3.321962817,0,0,4.300943748
